amplication/amplication,505cf6dd5b130de1829560092d62975ac6ccea0d,amplication,,,1589299478,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,eada280f9173991632b875009b3e7186df6048be,amplication,,,1589299522,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,46ef99c4fc1e78c64083f9c6d2772d5454c35a57,amplication,,,1589299852,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,26a4618ac1b35731551f4709a676031ffd57c445,amplication,,,1589300464,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,fc3b7433d772a20e1e21f38e4b6bdffd1f300b6f,amplication,,,1589301762,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,5209a214a07c0cd2152af334525b89ce4bcb42d0,amplication,,,1589308022,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,0fdcecd450cde9add79a5e5512a683d2ef0af53a,amplication,,,1589312572,144,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,b38dfe287448c60e2f60d5db480fe7cb77916fe9,amplication,,,1589312871,144,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,6ca4cfce0d2f246443d871c5a76552d31dc41833,amplication,,,1589355814,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,a5eff44dc44d1648f74108f69ba466b4bf4d9a73,amplication,,,1589356129,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,d36c1854580af1f54409d81e005c15a768cd3aa6,amplication,,,1589360917,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,1a187bcd12a06abd61aedd248c489e87fd7bcaed,amplication,,,1589361172,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,2cb13d9b1acde7dd9d80f10c4a4c045aea3e8b0c,amplication,,,1589366803,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,a1b701103177bb5b077c173d73ad8b5bd7223a1d,amplication,,,1589366912,137,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,718915db12a36ca025c0ffebec45d894cb9da571,amplication,,,1589386385,144,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,80ab62532dc94211e4f6093c9df7ca6239e36072,amplication,,,1589387126,144,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,d9c04514b13cace19f1c4239f37778c4078d5f3b,amplication,,,1589394009,143,0,0,0,0,0,0,0,0,0,0,0,0,0
amplication/amplication,4877294022abc1af657b7b735fb1f8ce77aeba35,amplication,,,1589394795,143,0,0,0,0,0,0,0,0,0,0,0,0,0
