jquery/esprima,3d182f16403b6efad66acfd92eb46022728bee56,esprima,4.0.0-dev,3.2.1,1578172311,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,45c9ab14d96f7f7fa88333fdd897487a8c20082f,esprima,4.0.0-dev,3.2.1,1578467611,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,c7e3065d21091a66fea7821108de6af47e811a4e,esprima,4.0.0-dev,3.2.1,1590272282,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,03a5f25841141fda2c0a79ccd3b712b8d4737e82,esprima,4.0.0-dev,3.2.1,1590571863,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,9be94ba29a7732ad3f53716391ae33cbb2fe67f8,esprima,4.0.1,2.3.2,1590760549,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,04c1a1385132ed44aa6c4b21a05274e4a83c2fa2,esprima,4.0.1,2.3.2,1590760549,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,7768cbe0952194875a1f69fad6ec7765ce527afc,esprima,4.0.1,2.3.2,1590761123,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,2183ed376a8d27651d3cf2ebc684159bc6035569,esprima,4.0.1,2.3.2,1590761341,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,66b93d7d5e3550e1212dc85d20cb88e7a0a14490,esprima,4.0.1,2.3.2,1590761397,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,fa49b2edc288452eb49441054ce6f7ff4b891eb4,esprima,4.0.0-dev,3.2.1,1590763355,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,d277380c4cf7a2ff3ba3499b6d82b126c9888d4a,esprima,4.0.0-dev,3.2.1,1591855345,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,deaa653a78dbcc205fc1b156dada17917abae6b1,esprima,4.0.0-dev,3.2.1,1600091115,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,4f529233afe6f04c7ddf816d1ef78de611a1020f,esprima,4.0.0-dev,3.2.1,1601215121,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,cbc88008a7c3d02dd2a73f72a30b42cea961b6a4,esprima,4.0.0-dev,3.2.1,1605670555,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,3515f7e596a351349235517d5435e834c8d395b7,esprima,4.0.0-dev,3.2.1,1606922328,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,ab6420b85cced6b55730a5204594683a17941108,esprima,4.0.0-dev,3.2.1,1608737663,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,70c015998b5beb3b1f8c2277cd9288ad6917f378,esprima,4.0.0-dev,3.2.1,1610848294,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,0911ad869928fd218371b91eaae5d739f0c09aba,esprima,4.0.0-dev,3.2.1,1619582060,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,3b6858646a90a4dae62dc45358698f7d3ee2f6c1,esprima,4.0.0-dev,3.2.1,1620192860,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,2f5cfd710d349a11bb15d9973696287774cdf8b1,esprima,4.0.0-dev,3.2.1,1620194415,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,977b1f8464001c26d47e3b2c2c4896b0a29e255e,esprima,4.0.0-dev,3.2.1,1620449583,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,24c56205571b6a184749411a6892041b65f889f6,esprima,4.0.0-dev,3.2.1,1621112165,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,55db25d5df80c376eea8c765646981730189f730,esprima,4.0.0-dev,3.2.1,1623381758,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,54af8f00b2be1a01d7eea392050c521ccf610f58,esprima,4.0.0-dev,3.2.1,1623381944,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,ad272e0fb55de6bb11ea63ba962246c44fd57ad5,esprima,4.0.0-dev,3.2.1,1623389220,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,145bd1c95d486b10555cb3ebf0467605d6e10332,esprima,4.0.0-dev,3.2.1,1625204470,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,a35ed6bc84ad5c0f48c1fc439b64de620a130f11,esprima,4.0.0-dev,3.2.1,1625576118,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,4e3b259e60c0e7f9ebc79630c8d38bec3756a181,esprima,4.0.0-dev,3.2.1,1625898010,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,512cd66c6ffd6083144b0150f09670e426252776,esprima,4.0.0-dev,3.2.1,1630242094,16,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery/esprima,9b3ad0429ac15def1e3da943f713e960066f8fc5,esprima,4.0.0-dev,3.2.1,1630242094,16,0,0,0,0,0,0,0,0,0,0,0,0,0
