balena-io/etcher,b4fb82066b0746945f30bf3a72d78f319d7a578c,balena-etcher,1.5.70,3.5.3,1578947814,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,171a5b17935b5fb0995fbe3f8f9c158b0a062a1b,balena-etcher,1.5.70,3.5.3,1578948611,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,12b5536e22457c69c33073b4b937bfa1a235aae5,balena-etcher,1.5.70,3.5.3,1579011104,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,9e34096139b6a4955156cd16385c75f6d977465e,balena-etcher,1.5.70,3.5.3,1579018504,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,958f7b535a94385e485745f485a9e02eed38a773,balena-etcher,1.5.71,3.5.3,1579018624,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,4863182bb9af8c3b76292128fa6f545cb05de7a4,balena-etcher,1.5.22,,1579018735,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,2c227d347567eab36ab9ed05b0a290d5b591d48d,balena-etcher,1.5.71,3.5.3,1579259461,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,e8b2255be0a23f00196e2f35c0f5dd7709cc816f,balena-etcher,1.5.71,3.5.3,1579275400,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,05c2f5bebd2896875b5f4a7f4e4eac976c86da67,balena-etcher,1.5.71,3.5.3,1579625589,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,65293ea5e4eec7f75c97d0f4027c2913dc73d821,balena-etcher,1.5.71,3.5.3,1579625592,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,b71824c5e895969b1c8750d29ff085999819e10b,balena-etcher,1.5.71,3.5.3,1579625593,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,04e0b56dd5f87a7e53813f90fa19ea49d2f11608,balena-etcher,1.5.71,3.5.3,1579625595,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,54fda697ce9dc5340dd182cecde9938c00fd4a8c,balena-etcher,1.5.71,3.5.3,1579625596,0,0,0,0,0,0,0,0,0,0,0,0,0
balena-io/etcher,c27be733a98de78e44ba8af2f9d488a440e0b101,balena-etcher,1.5.71,3.5.3,1579625598,0,0,0,0,0,0,0,0,0,0,0,0,0
