tensorflow/playground,470abae9bf344ae8f45754443087cfcfb64e08e5,deep-playground-prototype,2016.3.10,2.9,1584138733,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,be5b60626a65e41771b5429d8c24fc2e8304887e,deep-playground-prototype,2016.3.10,2.9,1586876088,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,17104d8047c63b20efc7bff2bf34d8bde045d702,deep-playground-prototype,2016.3.10,2.9,1587080964,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,62ea9a7d615834a156bc1d37ea704e3c0372d028,deep-playground-prototype,2016.3.10,2.9,1587080995,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,484bd2d3ae11e825fd15cc57c418db916f95797e,deep-playground-prototype,2016.3.10,2.9,1587081179,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,4fd13b7ebb462711cbf51b40d0abc693dc6f6bd5,deep-playground-prototype,2016.3.10,2.9,1587081611,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,403c9da5dc4cd598624e17c48654903c10a65ea6,deep-playground-prototype,2016.3.10,2.9,1587081647,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,6b6767eb5378e2e7c770c7bf52cbba187357f56b,deep-playground-prototype,2016.3.10,2.9,1594886339,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,f96bdc87bcf9e4aff2092f233d2c41ecc00542c4,deep-playground-prototype,2016.3.10,2.9,1596080259,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,0a4d87dc0fe7767293b8e557dafaa323dd01571c,deep-playground-prototype,2016.3.10,2.9,1607637667,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,bb35c1a4549afa2996339e0798e66d0b3615784e,deep-playground-prototype,2016.3.10,2.9,1608077476,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,c976fba45c574979dc9cf1b8dae0ea7cff9a1e23,deep-playground-prototype,2016.3.10,2.9,1608077487,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,ac2f34f2bdf86cd2a37c449602b19e3715fadcfc,deep-playground-prototype,2016.3.10,2.9,1608149554,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,1bd3d0d675d5a547b48927847e4bd8c1924cf010,deep-playground-prototype,2016.3.10,2.9,1615237112,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,b2dc556cbf8838b290a3629b975fe9e763befa64,deep-playground-prototype,2016.3.10,2.9,1615400098,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,4ab88ad5a389a0fc0db8c0013dcaa9e3e7973aaa,deep-playground-prototype,2016.3.10,2.9,1620397266,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,6bd1b0774f7feeabffdbb8909fe8e087d2ba8ca6,deep-playground-prototype,2016.3.10,2.9,1620492284,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,4e5d26c84c74e7264492ab914d2ea3c4d7e76169,deep-playground-prototype,2016.3.10,2.9,1628622609,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,29b78ca68b7792871222d30374cbd1d7e84d7295,deep-playground-prototype,2016.3.10,2.9,1628772212,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,b09c9ea766b16278a36c1d853254ac34bc0c74ab,deep-playground-prototype,2016.3.10,2.9,1643294411,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,498db2d8b023385e0990f0ec7c3ad6f40d654303,deep-playground-prototype,2016.3.10,2.9,1643568159,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,6f99295c08e58a2eabdc90e049922b553ed6f36d,deep-playground-prototype,2016.3.10,2.9,1649462685,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,d2c3bf02664a5ae0cc982a0099e33fc511e9a741,deep-playground-prototype,2016.3.10,2.9,1649512193,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,02469bd3751764b20486015d4202b792af5362a6,deep-playground-prototype,2016.3.10,2.9,1654533276,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorflow/playground,a44616d5ba4b2c2dd5838db8997b808d71f55a5c,deep-playground-prototype,2016.3.10,2.9,1655875138,7,0,0,0,0,0,0,0,0,0,0,0,0,0
